state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
OH,94,415,no,no,0,,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0.0,False
VA,172,510,no,no,0,,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2.0,False
ME,31,415,no,no,0,,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1.0,False
ND,84,510,no,no,0,,144,38.57,201.6,122,17.14,,121,5.86,13.2,5,3.56,2.0,False
MT,97,415,no,yes,15,,97,19.99,196.3,126,16.69,,113,7.08,6.4,3,1.73,1.0,False
MA,35,415,no,no,0,,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0.0,False
MA,13,408,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2.0,False
MT,60,415,no,no,0,,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1.0,False
AR,118,415,no,no,0,,145,45.53,316.4,121,26.89,,91,9.39,14.4,11,3.89,5.0,True
KY,74,415,no,yes,35,,104,26.2,123.4,84,10.49,202.1,57,9.09,10.9,9,2.94,2.0,False
ND,90,415,no,yes,22,,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1.0,False
IL,117,408,no,no,0,,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1.0,False
NM,65,415,no,no,0,,80,25.28,259.0,94,22.02,,107,6.73,12.7,6,3.43,2.0,False
VT,101,415,no,no,0,,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4.0,False
AZ,94,408,no,no,0,,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4.0,False
IN,113,415,no,no,0,,151,35.6,347.3,113,29.52,,116,11.07,7.4,2,2.0,1.0,True
OR,65,415,no,no,0,,87,19.86,178.9,93,15.21,,150,8.21,14.1,2,3.81,1.0,False
CT,45,415,no,no,0,,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1.0,False
GA,93,415,no,no,0,,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0.0,False
WY,32,408,no,no,0,,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1.0,False
GA,72,415,no,yes,37,,80,37.4,217.3,102,18.47,152.8,71,6.88,14.7,6,3.97,3.0,False
MN,59,408,no,yes,32,,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1.0,False
IL,76,510,no,no,0,,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0.0,False
IN,84,408,no,no,0,,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,4,2.54,1.0,False
NC,80,415,yes,no,0,,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2.0,True
VA,16,510,no,no,0,,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0.0,False
SC,36,408,no,yes,43,,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2.0,False
IN,154,510,no,yes,32,,82,32.69,165.3,134,14.05,,74,9.23,9.0,1,,2.0,False
NE,112,415,no,no,0,,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2.0,False
AL,107,408,no,no,0,,95,14.76,108.1,85,9.19,,87,9.19,13.2,3,3.56,1.0,False
MS,78,415,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1.0,False
NJ,138,510,no,no,0,,89,37.43,88.3,125,7.51,,79,8.79,12.9,5,3.48,0.0,False
PA,65,415,no,yes,23,,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0.0,False
DE,138,510,yes,no,0,,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,,4.0,True
SD,128,415,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3.0,False
PA,92,415,yes,no,0,,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0.0,False
SC,111,510,no,no,0,,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1.0,False
IN,94,510,no,no,0,,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,,1.0,False
OK,125,408,no,no,0,,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1.0,False
KY,80,415,no,no,0,,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2.0,False
KY,106,510,no,yes,9,,100,15.05,324.8,109,27.61,,86,3.6,8.2,4,2.21,3.0,False
NY,92,408,no,no,0,,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1.0,False
LA,93,415,no,no,0,,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3.0,False
VT,84,415,no,yes,42,,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0.0,False
DC,180,415,no,yes,33,,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1.0,False
SD,97,415,no,no,0,,87,28.66,259.2,105,22.03,,123,12.59,7.3,4,1.97,1.0,False
IN,98,408,no,yes,21,,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,,2.0,False
MA,145,415,no,no,0,,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1.0,False
NC,112,415,no,no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4.0,False
FL,116,415,no,yes,17,,112,32.88,240.6,131,20.45,,98,11.16,11.4,3,3.08,5.0,False
VA,10,415,no,no,0,,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1.0,False
TN,33,415,no,yes,35,,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0.0,False
NH,13,415,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4.0,False
NY,161,415,no,no,0,,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4.0,True
WY,139,415,no,no,0,,104,32.78,234.4,96,19.92,,101,9.14,13.0,3,3.51,3.0,False
WA,90,415,yes,no,0,,96,25.19,220.4,111,18.73,,97,6.04,9.2,1,2.48,4.0,True
NM,178,415,no,yes,35,,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2.0,False
NC,122,415,no,no,0,,88,30.6,145.0,77,12.33,,120,10.52,11.5,6,3.11,2.0,False
HI,85,415,no,no,0,,109,40.09,157.2,94,13.36,,99,8.47,12.0,3,3.24,0.0,False
WY,125,415,no,no,0,,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1.0,False
NJ,147,415,no,yes,36,,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5.0,False
OK,86,510,yes,no,0,,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2.0,True
IL,138,408,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1.0,False
OR,51,510,no,no,0,,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,,2.0,False
CO,81,408,no,no,0,,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1.0,False
NM,56,408,no,no,0,,110,33.49,222.8,102,18.94,,91,10.14,10.6,6,2.86,2.0,False
WY,97,415,no,yes,24,,135,22.64,217.2,58,18.46,70.6,79,3.18,11.0,3,2.97,1.0,False
LA,108,510,no,yes,30,,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2.0,False
NJ,72,415,no,no,0,,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,,1.0,False
WY,87,415,no,yes,22,,65,44.85,103.4,115,8.79,,109,9.36,8.5,3,2.3,3.0,False
AK,1,408,no,no,0,,74,29.78,151.7,79,12.89,,109,10.37,5.3,3,,1.0,False
ID,122,510,no,yes,33,,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4.0,False
IL,86,510,no,yes,16,,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4.0,False
NC,107,415,no,yes,38,,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0.0,False
AL,167,510,no,no,0,,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0.0,False
IN,110,415,no,no,0,,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3.0,False
WV,88,510,no,no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5.0,True
IL,57,415,no,yes,30,,105,30.46,283.2,83,24.07,,77,10.26,14.7,5,3.97,1.0,False
MA,142,408,no,no,0,,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0.0,False
SD,110,408,no,yes,40,,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2.0,False
CO,156,408,no,no,0,,106,25.59,152.9,112,13.0,,86,9.72,3.5,3,0.95,1.0,False
WA,107,415,no,no,0,,65,39.17,257.4,80,21.88,,88,4.83,8.5,3,2.3,1.0,False
DC,93,408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,,4.0,False
NH,97,408,no,yes,32,,87,15.3,276.3,113,23.49,,107,8.33,8.6,6,2.32,2.0,True
PA,129,510,no,yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1.0,False
WI,161,408,no,no,0,,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,,4.0,True
OH,29,415,yes,yes,37,,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2.0,False
ID,160,415,no,no,0,,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3.0,False
DC,63,408,no,no,0,,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0.0,False
AL,149,415,no,yes,20,,102,44.95,219.6,123,18.67,,89,9.02,11.3,3,3.05,2.0,False
NM,54,415,no,yes,24,,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2.0,False
KY,91,415,yes,no,0,,89,24.65,175.8,102,14.94,,151,10.07,16.7,3,4.51,2.0,True
FL,68,415,no,yes,24,,118,29.92,277.9,116,23.62,,71,7.86,14.7,7,3.97,1.0,False
MN,95,415,no,no,0,,96,25.36,260.7,116,22.16,,120,9.05,8.1,2,2.19,1.0,False
NE,96,415,no,no,0,,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1.0,True
NV,7,408,no,yes,30,,114,37.64,165.8,116,14.09,,105,11.12,10.8,12,,1.0,False
NC,64,408,no,yes,19,,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1.0,False
WV,58,408,no,yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1.0,False
WY,159,415,no,no,0,,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0.0,True
IL,87,510,no,no,0,,105,39.32,171.7,108,14.59,67.7,136,3.05,13.0,6,,1.0,False
MN,139,510,no,no,0,,106,22.85,211.3,98,17.96,,125,8.71,10.2,2,,5.0,True
GA,135,415,no,yes,22,,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2.0,False
WA,83,408,no,no,0,,96,22.92,167.2,78,14.21,,123,7.27,7.7,5,2.08,2.0,False
WY,104,408,no,no,0,,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1.0,False
GA,27,510,no,no,0,,75,12.36,208.6,117,17.73,,71,2.96,9.9,3,2.67,1.0,False
WV,177,408,no,no,0,,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,,1.0,False
TN,106,415,no,no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2.0,False
TX,140,408,no,no,0,,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0.0,False
AL,73,415,no,no,0,,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1.0,False
MT,74,408,no,no,0,,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,,2.0,True
WV,62,415,no,no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2.0,False
CT,84,510,no,yes,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3.0,False
MT,103,510,no,yes,35,,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4.0,True
TN,93,510,yes,no,0,168.4,114,28.63,276.0,127,23.46,,48,8.83,11.4,3,,1.0,False
KY,80,408,no,no,0,,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2.0,False
NJ,83,415,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3.0,False
OH,80,415,no,no,0,,83,33.59,164.5,86,13.98,,98,4.23,6.4,6,1.73,1.0,False
NE,105,408,no,no,0,,99,27.59,212.5,95,18.06,,114,9.66,11.1,8,3.0,4.0,False
ME,25,510,no,no,0,,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2.0,False
MT,100,415,no,no,0,,96,19.26,197.9,89,16.82,,93,12.8,11.7,2,3.16,4.0,True
AZ,87,510,no,no,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,,1.0,False
FL,55,510,no,yes,45,,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4.0,True
ID,173,510,no,yes,21,,96,39.51,211.9,118,18.01,,102,12.29,5.0,5,1.35,3.0,False
GA,133,510,no,no,0,,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0.0,False
OR,98,415,yes,no,0,,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1.0,False
RI,106,510,yes,no,0,,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3.0,True
ID,86,415,no,no,0,,98,33.01,193.8,95,16.47,,123,8.64,9.3,7,,3.0,False
NE,124,510,no,no,0,,134,32.52,261.5,113,22.23,,111,8.2,10.0,3,2.7,1.0,False
AZ,67,415,no,no,0,,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1.0,False
AL,41,510,no,yes,34,,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2.0,False
DE,114,415,no,yes,31,,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0.0,False
IL,65,510,no,no,0,,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2.0,False
NV,74,415,no,no,0,,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1.0,True
LA,75,510,yes,no,0,,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1.0,False
NJ,113,415,no,no,0,,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1.0,False
MA,58,415,no,yes,30,,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0.0,False
OH,65,510,no,no,0,,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2.0,False
NE,64,408,no,no,0,,113,44.52,148.1,99,12.59,,74,6.53,13.8,4,3.73,0.0,False
TN,39,408,no,no,0,,110,31.82,114.7,116,9.75,,83,4.71,13.2,5,3.56,1.0,False
GA,64,408,no,no,0,,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3.0,False
IL,85,415,no,yes,29,,97,24.58,140.0,102,11.9,,148,7.44,10.9,3,2.94,1.0,False
MD,120,415,no,yes,39,,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0.0,False
NE,46,408,no,no,0,,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1.0,False
VA,44,408,no,no,0,,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0.0,False
KY,147,408,no,no,0,,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,,1.0,False
AL,85,415,no,no,0,,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1.0,False
OH,135,415,no,no,0,,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,,4.0,False
ND,135,510,yes,yes,24,,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2.0,False
TN,74,415,no,yes,25,,113,39.85,265.9,82,22.6,,77,10.86,13.7,4,3.7,0.0,False
ID,88,415,no,yes,31,,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1.0,False
NV,129,415,no,no,0,,98,25.5,232.4,101,19.75,,123,11.75,12.5,6,3.38,1.0,False
WV,159,415,no,no,0,,114,28.87,197.7,105,16.8,,82,8.72,11.6,4,3.13,1.0,False
WI,127,415,no,no,0,,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2.0,False
IN,156,510,no,no,0,,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1.0,False
MI,110,510,no,no,0,,92,3.21,258.4,81,21.96,,74,4.93,14.8,4,,1.0,False
SD,183,415,no,yes,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1.0,False
CT,112,415,no,yes,27,,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4.0,False
ME,66,510,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1.0,False
PA,75,510,no,no,0,,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4.0,True
NH,56,415,no,yes,24,,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1.0,False
TN,69,510,no,no,0,,70,33.2,216.7,108,18.42,,119,11.7,12.5,4,3.38,3.0,False
FL,124,415,no,yes,28,251.4,104,42.74,225.1,89,19.13,,121,11.34,7.5,5,2.03,1.0,False
NH,37,415,no,no,0,,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0.0,False
AK,132,415,no,yes,39,,93,29.87,187.2,94,15.91,,118,10.15,8.6,3,2.32,2.0,False
SD,116,408,no,no,0,,119,28.53,142.0,123,12.07,,128,8.58,7.3,4,1.97,2.0,False
DC,11,415,no,yes,28,,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,,3.0,False
ID,101,510,no,yes,17,,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0.0,False
NJ,74,415,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3.0,False
IL,68,415,yes,yes,29,,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1.0,True
HI,190,408,no,no,0,,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1.0,False
KY,55,415,no,yes,28,,82,17.9,197.4,109,16.78,,91,8.44,8.6,6,2.32,2.0,False
DC,100,510,yes,no,0,,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0.0,False
TX,82,415,no,no,0,,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3.0,True
MI,81,408,no,no,0,,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4.0,False
NM,141,415,no,no,0,,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2.0,False
ID,166,415,no,no,0,,106,37.52,177.8,118,15.11,,102,9.27,12.4,9,3.35,1.0,False
ME,66,408,no,yes,26,254.9,108,43.33,243.2,135,20.67,,95,8.59,5.4,3,1.46,2.0,False
PA,52,408,no,no,0,,67,36.7,217.0,108,18.45,,130,15.43,5.2,2,1.4,1.0,False
IN,130,408,no,yes,30,,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0.0,False
VA,99,510,no,no,0,,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,,2.0,False
IA,197,415,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0.0,False
WA,143,510,no,no,0,,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1.0,False
WV,43,415,no,no,0,,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1.0,False
SD,149,408,no,yes,28,,92,30.72,187.8,64,15.96,,53,11.95,12.6,3,,3.0,False
AZ,97,408,no,yes,25,,101,23.97,212.0,85,18.02,,138,7.88,4.9,2,1.32,3.0,False
OR,136,510,no,no,0,,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,,1.0,True
MD,147,408,no,no,0,,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0.0,True
WA,55,415,no,no,0,,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2.0,False
NY,123,415,no,no,0,,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4.0,True
RI,190,415,no,yes,26,,71,19.84,145.9,88,12.4,,103,7.88,9.9,3,2.67,1.0,False
OH,87,510,no,no,0,,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,,2.0,False
MI,158,415,no,no,0,,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1.0,False
MT,60,408,no,no,0,,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2.0,False
WY,109,415,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2.0,False
DE,53,415,no,yes,32,,63,22.3,227.4,125,19.33,,105,8.05,12.8,2,3.46,2.0,False
AR,109,510,no,no,0,,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1.0,False
TN,108,510,no,yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4.0,True
WV,48,415,no,yes,34,,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,,1.0,False
NV,94,408,yes,no,0,,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1.0,True
NM,96,415,no,yes,33,,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3.0,False
MT,106,415,no,no,0,,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1.0,False
NY,65,510,no,no,0,,110,33.22,181.2,109,15.4,,105,8.03,8.9,4,2.4,0.0,False
NJ,59,510,yes,yes,31,,78,38.25,191.3,79,16.26,,79,10.2,9.1,3,2.46,1.0,False
VT,109,408,no,no,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1.0,False
UT,81,415,no,yes,24,,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0.0,False
WI,120,408,no,yes,26,,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0.0,False
NC,104,415,no,yes,18,,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2.0,False
CT,100,510,yes,no,0,,98,18.22,86.8,122,7.38,,117,7.03,9.7,4,2.62,1.0,False
ND,110,408,no,no,0,,103,33.34,199.7,123,16.97,,71,6.12,12.9,1,3.48,3.0,False
NV,107,510,yes,no,0,,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1.0,False
MO,168,415,no,yes,42,,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2.0,False
TX,66,415,no,yes,35,,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0.0,False
FL,109,408,no,no,0,,115,36.89,207.0,142,17.6,,106,12.06,8.2,4,2.21,1.0,False
ID,99,408,no,no,0,,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2.0,False
DC,115,408,no,no,0,,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2.0,False
MS,17,408,no,yes,35,,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1.0,False
GA,194,510,no,no,0,,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0.0,False
ID,224,510,no,no,0,,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3.0,False
KY,112,415,no,no,0,,113,28.99,193.2,129,16.42,,91,8.46,11.2,6,,0.0,False
AR,89,408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0.0,False
IL,110,408,no,no,0,,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3.0,False
ID,104,415,yes,no,0,,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0.0,False
ME,149,415,no,yes,18,,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,,0.0,False
ND,118,408,no,no,0,,94,38.18,225.9,120,19.2,269.0,105,12.11,12.5,8,3.38,2.0,False
CT,93,415,no,no,0,,101,46.09,237.4,133,20.18,,103,6.54,8.4,6,2.27,1.0,True
OR,21,510,no,yes,31,,90,23.1,271.0,84,23.04,,89,8.06,9.5,7,2.57,6.0,False
KS,121,408,no,no,0,,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1.0,False
MN,132,510,no,no,0,,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1.0,False
CO,59,510,no,no,0,,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1.0,False
CT,30,408,no,no,0,,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3.0,False
UT,161,510,yes,no,0,,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1.0,True
FL,64,408,no,yes,31,,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3.0,False
MA,88,415,no,no,0,,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1.0,True
FL,185,408,no,no,0,,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2.0,False
MS,68,415,no,no,0,,93,16.0,147.6,80,12.55,,85,9.61,10.1,2,2.73,0.0,False
VT,93,510,no,no,0,,114,32.42,218.2,111,18.55,129.6,121,5.83,8.1,3,2.19,3.0,False
NJ,162,408,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2.0,True
MA,112,415,no,yes,17,,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,,0.0,False
LA,172,408,no,no,0,,121,36.04,31.2,115,2.65,293.3,78,13.2,12.6,10,3.4,3.0,False
DE,129,408,no,no,0,,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1.0,False
ND,12,510,yes,no,0,,117,36.84,116.5,126,9.9,,110,9.9,9.8,4,2.65,2.0,False
KS,107,415,no,no,0,,108,44.29,102.4,110,8.7,,148,5.84,9.8,5,2.65,1.0,False
AK,110,408,no,no,0,,90,17.02,233.3,93,19.83,,57,9.2,11.1,8,3.0,3.0,False
MD,130,415,no,yes,45,,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1.0,False
SC,41,408,no,no,0,,92,40.43,223.5,155,19.0,,90,9.78,10.2,6,2.75,2.0,False
TN,95,510,no,no,0,,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0.0,False
MI,36,510,no,yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2.0,False
ND,123,408,no,no,0,,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1.0,False
MO,167,415,yes,no,0,,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2.0,False
